tweet,sentiment,date,weekday,hour,followers,description
please i need details for treasury bill,0,2019-03-04 12:42:37,0.0,12.0,101.0,am twice as nice as myself and cool as a iceceo dinosuar global nigeria ltd
good day please i need to know and ask for some help about my shares in first registrar,0,2019-03-04 12:37:50,0.0,12.0,1949.0,am a blogger pr and also a music producer
ive fallen behind on bills and if my concerns are not addressed today and my money not in my account il,0,2019-03-04 12:33:25,0.0,12.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
you blocked an account and did not send any form of communication that my attention is required,1,2019-03-04 12:31:23,0.0,12.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
hi i need your assistance need to send you a dm,0,2019-03-04 12:31:06,0.0,12.0,3797.0,i am only responsible for my tweets what u understand is entirely your own doing and your personal business a christian god is alive
i and my colleagues have been frustrated my the redundant process keeping families stranded because you,1,2019-03-04 12:30:33,0.0,12.0,713.0,warning  very likeable person follow at your own risk  thinklikeakingactlikeagod
i bought airtime through my account this morning to my mobile phone ive been debited but havent recei,1,2019-03-04 12:27:20,0.0,12.0,393.0,football lover arsenal is my team dont take everything i tweet serious just fun and hard laughs igbo finest i follow back
good pm please my atm is due to expire this march i would like to know how long it will take for a new,0,2019-03-04 12:27:02,0.0,12.0,9.0,
i made a transaction since saturday   from my wema account to my first bank account  which is 2033643326,1,2019-03-04 12:26:49,0.0,12.0,5.0,
thanks for your quick response done    please dont keep silence on this every ko,1,2019-03-04 12:26:34,0.0,12.0,191.0,if you are too big to do a small thing you will too small to do a big thingpeople are watching youconceptlogistics  abbacomm intl
account number  3086818721transaction date  02032019amount   200,0,2019-03-04 12:24:28,0.0,12.0,590.0,fire and ice beginnings and endingsfollow
please i need a refund was debited today after a failed transaction,1,2019-03-04 12:23:16,0.0,12.0,452.0,i wish i knew
what year,0,2019-03-04 12:23:10,0.0,12.0,153.0,
i want my statement sent to my email,0,2019-03-04 12:22:03,0.0,12.0,377.0,for the future we all seek for our country nigeria lets work and achieve it
account name is morka ezenwekere benjamin number is 3084675928 i just made a deposit of 1000 at 1 15pm,0,2019-03-04 12:21:34,0.0,12.0,36.0,memberamerican institute of business and managementphysiologistpharmacy technologistdirectorekmeb enterpriselegal drug lordinvestorphilanthropist
55 debit count for how many years  for just bt jan 23rd and feb 22nd  how  55 debit count  jesus  anyway,1,2019-03-04 12:19:53,0.0,12.0,381.0,
hello i was debited  20000 twice on the 1st of march but paid once while using a diamond bank atm account number 3089439381,1,2019-03-04 12:18:04,0.0,12.0,35.0,
my account was debited for a failed transaction tried buying airtime unsuccessfully but i was debited  894iscappy,1,2019-03-04 12:15:30,0.0,12.0,101.0,am twice as nice as myself and cool as a iceceo dinosuar global nigeria ltd
hello thereplease is there a way you can be of help with respect to fbn life i will appreciate a dm asapthank you,1,2019-03-04 12:12:17,0.0,12.0,355.0,
i bought 100 credit wt  894 100  then send from my   i dont get my airtel a,1,2019-03-04 12:09:56,0.0,12.0,191.0,if you are too big to do a small thing you will too small to do a big thingpeople are watching youconceptlogistics  abbacomm intl
hi since i cant send you a dm account number is 3062336384 amount is  5200 twice on same day 25th february 2019,0,2019-03-04 12:05:08,0.0,12.0,459.0,husband of one wife father of two children and of course i love jesus
might do just that cause its just ridiculous the lady that handled it said shes been away fro,0,2019-03-04 12:02:00,0.0,12.0,2472.0,youre all i need in this world of sin
hi you asked that i send you a dm but i cant access your dm,0,2019-03-04 11:59:15,0.0,11.0,459.0,husband of one wife father of two children and of course i love jesus
okay date on the 2nd of march 2019 they deducted 4000twice in my acc,1,2019-03-04 11:55:55,0.0,11.0,180.0,cfc
hello my account got frozen in december on the basis of my inability to upgrade it with a valid id i w,1,2019-03-04 11:55:33,0.0,11.0,224.0,the dj with a differenceweddingssocial eventsbirthdays gettogetherspartiesfor bookings  enquiriesemail  bookdjsheggzcom  08163569745
i recharged 500 from this account 3133987486 to 09031578020 on the 2rd of this month and recharged 100 th,1,2019-03-04 11:51:05,0.0,11.0,63.0,just a nigerian  with a difference much smiles that i ensure to contaminate everyone that comes across my way with
funds was sent to my account for the past 3days ive not gotten any alert ive not been credited and,1,2019-03-04 11:49:34,0.0,11.0,2360.0,gemini foodie
how many more weeks should i still wait,0,2019-03-04 11:48:28,0.0,11.0,47.0,always be your self and dont start what you cant finish music is life
i made a similar complaint last month and it still hasnt been resolved i need you to reverse the transactions right now,1,2019-03-04 11:44:54,0.0,11.0,1285.0,foodie parttime alcoholic  rock music manutd
first bank,0,2019-03-04 11:44:11,0.0,11.0,1023.0,nothing in life is promised except death
okay,0,2019-03-04 11:39:00,0.0,11.0,458.0,born  raised in ogun statehotline 07067426744career political scientist  immigration personnel
good afternoon i tweeted since saturday that i was debited with first bank atm but cash not dispensed,1,2019-03-04 11:34:09,0.0,11.0,6.0,genuine nursing father
the first debit,0,2019-03-04 11:33:54,0.0,11.0,51.0,
i made transfers but it didnt deliver and it hasnt been reversed,1,2019-03-04 11:29:38,0.0,11.0,1023.0,nothing in life is promised except death
hello im yet to read back from you as concerning the complaint i lodged a few days ago any update so far,1,2019-03-04 11:29:04,0.0,11.0,923.0,content writer  biotechnologist
the transaction is through already but its takes long to,0,2019-03-04 11:26:25,0.0,11.0,89.0,graphic designer printer estate surveyor and valuer lagos state polytechnic
firstbank charged me in transaction that failed not benefit my purpose if nigeria is good legally i su,1,2019-03-04 11:24:02,0.0,11.0,73.0,i love my family and good people surround me
firstbank refund my money over 2month now i have been complaining to you guys  i be ije,1,2019-03-04 11:23:56,0.0,11.0,104.0,it does not matter how slowly you go as long as you do not stop
and it will not now enter and u will still charge me useless,1,2019-03-04 11:22:14,0.0,11.0,2101.0,gospel djmixeractorworship leader music director  instagram  fb  djfrendzydm for biz
firstbank my  200 card please refund it back this not the first time since friday,1,2019-03-04 11:19:47,0.0,11.0,50.0,born a muslim growing up as a muslim and by allah grace would live the world as a muslim
so u came to twitter to fight first bank u are welcome dear,0,2019-03-04 11:19:35,0.0,11.0,140.0,architects  barca  we are living to pray
months and this is yet to be resolved how long is it supposed to take to refund your customers money  you lot should do better,1,2019-03-04 11:19:30,0.0,11.0,322.0,
ok so the last time i was at a branch they gave me till today getting there today i was told they hav,1,2019-03-04 11:19:02,0.0,11.0,322.0,
kindly look into my acct i try buying a voucher from my mobile app this morninig my acct was debited and,1,2019-03-04 11:13:44,0.0,11.0,557.0,our lives begin to end the day we become silent about things that matter   man utd media enthusisat communicator talking politics  gym
thank you for your response but this is something ive done 3 times already ive called spoken to cus,1,2019-03-04 11:13:37,0.0,11.0,19.0,
my account details 2019191825,0,2019-03-04 11:11:19,0.0,11.0,0.0,
firstbank i would like to know why is taking much time before you return my money is not only nigeria  b,1,2019-03-04 11:10:24,0.0,11.0,73.0,i love my family and good people surround me
when will the appropriate channel response,0,2019-03-04 11:07:45,0.0,11.0,131.0,my support is for my country
dear   kindly respond to my dm its over 2hours   please come to my aid twi,1,2019-03-04 11:06:29,0.0,11.0,593.0,serial entrepreneur cool calm and collected
please kindly assist me in resolving my transfer issues on my online banking i have tried several times,1,2019-03-04 11:01:03,0.0,11.0,0.0,
on the 1922019 i transfer money to my bet9ja acct it showed me failed but the money was deducted from,1,2019-03-04 11:00:23,0.0,11.0,14.0,
months and this is yet to be resolved how long is it supposed to take to refund your customers money  you lot should do better,1,2019-03-04 10:59:06,0.0,10.0,322.0,
ok so the last time i was at a branch they gave me till today getting there today i was told they hav,1,2019-03-04 10:58:57,0.0,10.0,322.0,
i did an airtime purchase through the ussd to my phone numberaccount was debited but my line was not cre,1,2019-03-04 10:52:45,0.0,10.0,365.0,transportlogistics consultant  freelancefootballwriter npfl initiator   l sell quality adire materials  businessman  goodgovernance  sustainedbygrace
good day early this morning i performed a transaction using the ussd code method to recharge airtime bu,1,2019-03-04 10:48:53,0.0,10.0,757.0,public administrator  oau    hooligan   in love with life
sir you are making things difficult for me i sent several mails to the same email address but no resp,1,2019-03-04 10:47:47,0.0,10.0,507.0,
i send 12000 to this account on friday to  kareem musibau adio 5676947016 fcb but the person dont is sa,1,2019-03-04 10:46:45,0.0,10.0,80.0,megamindsclothing
what i am asking for is simple 1 refund the 53850 naira you deducted from my account withdraw the lett,1,2019-03-04 10:43:02,0.0,10.0,507.0,
i just explained that i am busy attending to patients at my place of work i cant leave presently,0,2019-03-04 10:41:15,0.0,10.0,507.0,
it is you last with first bank now almost 10k stuck in their system now,1,2019-03-04 10:39:17,0.0,10.0,3097.0,motivational speaker   trainer   youth development expert   personalfinance coach  hse adviser  tedxspeaker
it is very easyyou can send a letter to my employers telling them not to change my salary account if y,0,2019-03-04 10:35:52,0.0,10.0,507.0,
hello  its about 10working days and yet to get a reversal,1,2019-03-04 10:34:33,0.0,10.0,985.0,amateur free thinker family guy freak
pls kindly reverse the 1200naira mtn airtime purchase i made on the 2nd that has not reflected on my phon,1,2019-03-04 10:28:11,0.0,10.0,46.0,lover of all things beautiful
first bank this has become a common phenomenon with you i have about 10k recharge that i,1,2019-03-04 10:26:43,0.0,10.0,3097.0,motivational speaker   trainer   youth development expert   personalfinance coach  hse adviser  tedxspeaker
yes i have gotten the reversed funds warm regards,0,2019-03-04 10:26:01,0.0,10.0,2737.0,realtorforex expertentrepreneurhse management professional chelsea fc devout christian researcher +2347039443673 onwudimegwujosephcom
you people scammed me have been waiting for reversal since 28022019,1,2019-03-04 10:25:32,0.0,10.0,1849.0,i want to write an online bio but i cant think of anything
very freaking annoying service,1,2019-03-04 10:23:33,0.0,10.0,1045.0,presenter radio host hr enthusiast sports lover mobile photography addict and a biker
good day admin i made a withdrawal of 4200 since 25th of february the withdrawal was not successful bu,1,2019-03-04 10:22:37,0.0,10.0,333.0,a political scientist im a federalist i believe in true federalism as remedy to nigeria woes
